# UI textures requiring 2x conversion to match the vendored ui/ trees
#
# Every texture the UI trees reference is listed: the engine draws a plain
# image 1:1 from the texture's top-left and never stretches it to the
# control (verified in game - 1x art renders quarter-size in its corner),
# so 2x layout needs 2x art everywhere. The reason column records what
# reads the texture: a texture-space coordinate (atlas sub-rect, 9-slice
# rect, flipbook stride, font-icon cell, IconTextureAtlases row, Lua
# SetTextureOffsetVal/SetTextureSizeVal), or drawn-1to1 for a plain ref.
# Both UI trees are swept, base and Expansion1.
#
# input_file is the thing to upscale, relative to the extraction root, and
# decoded is its MEASURED size. A .png input was a dictionary-coded pair
# (<name>.dds blocks + <name>-index.dds); a .dds input is a plain texture.
#
# USE-EXPANSION-COPY: the name is in both UI packs with different content;
# the Rising Tide copy is the one the game loads and the one listed here.
#
# pack	filename	input_file	decoded	bytes	reasons

UITextures.fpk	civsymbolscolor256.dds	UITextures_converted/civsymbolscolor256.png	256x128	57655	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	civsymbolscolor360.dds	UITextures_converted/civsymbolscolor360.png	360x180	95670	atlas-subrect,database-ref,drawn-1to1,icon-atlas
UITextures.fpk	civsymbolscolor456.dds	UITextures_converted/civsymbolscolor456.png	456x228	128630	database-ref,icon-atlas
UITextures.fpk	civsymbolscolor512.dds	UITextures_converted/civsymbolscolor512.png	512x256	127175	database-ref,drawn-1to1,icon-atlas,lua-runtime-offset
UITextures.fpk	civsymbolscolor640.dds	UITextures_converted/civsymbolscolor640.png	640x320	183355	database-ref,icon-atlas
UITextures.fpk	civsymbolsglow48.dds	UITextures_converted/civsymbolsglow48.png	384x192	25097	database-ref,icon-atlas
UITextures.fpk	civsymbolsglow64.dds	UITextures_converted/civsymbolsglow64.png	512x256	52309	database-ref,icon-atlas
UITextures.fpk	civsymbolsgradient48.dds	UITextures_converted/civsymbolsgradient48.png	384x192	17548	database-ref,icon-atlas
UITextures.fpk	civsymbolsgradient64.dds	UITextures_converted/civsymbolsgradient64.png	512x256	39152	database-ref,icon-atlas
UITextures.fpk	closebutton.dds	UITextures_converted/closebutton.png	40x160	10826	atlas-subrect,drawn-1to1
UITextures.fpk	closebuttonbacking.dds	UITextures.fpk/closebuttonbacking.dds	108x38	21892	drawn-1to1
UITextures.fpk	closebuttonsmall.dds	UITextures_converted/closebuttonsmall.png	24x96	3573	atlas-subrect,drawn-1to1
UITextures.fpk	closeminbuttons.dds	UITextures_converted/closeminbuttons.png	128x128	6866	atlas-subrect
UITextures.fpk	columnheader.dds	UITextures.fpk/columnheader.dds	32x32	5588	9-slice
UITextures.fpk	columnheader_2.dds	UITextures.fpk/columnheader_2.dds	32x32	5588	9-slice
UITextures.fpk	confirmdialoggrid.dds	UITextures.fpk/confirmdialoggrid.dds	8x16	808	9-slice
UITextures.fpk	container_blue.dds	UITextures.fpk/container_blue.dds	7x90	3352	9-slice
UITextures.fpk	container_gray.dds	UITextures.fpk/container_gray.dds	7x90	3352	9-slice
UITextures.fpk	corner16.dds	UITextures.fpk/corner16.dds	24x34	4460	atlas-subrect,drawn-1to1
UITextures.fpk	covertopscitybannerbg.dds	UITextures.fpk/covertopscitybannerbg.dds	512x64	174880	drawn-1to1
UITextures.fpk	covertopscitybannerbgnear.dds	UITextures.fpk/covertopscitybannerbgnear.dds	256x64	87504	drawn-1to1
UITextures.fpk	covertopscitybannercolorhighlight.dds	UITextures.fpk/covertopscitybannercolorhighlight.dds	256x64	87504	drawn-1to1
UITextures.fpk	covertopsintriguediamonds.dds	UITextures.fpk/covertopsintriguediamonds.dds	128x64	43816	atlas-subrect,drawn-1to1,lua-runtime-offset
UITextures.fpk	covertopslisticonback.dds	UITextures.fpk/covertopslisticonback.dds	64x64	21972	drawn-1to1
UITextures.fpk	currentsectionbuttonhighlight.dds	UITextures_converted/currentsectionbuttonhighlight.png	75x77	705	drawn-1to1
UITextures.fpk	curvedframe.dds	UITextures.fpk/curvedframe.dds	148x40	31208	9-slice
UITextures.fpk	dec32x64left.dds	UITextures.fpk/dec32x64left.dds	32x64	11052	drawn-1to1
UITextures.fpk	dec32x64right.dds	UITextures.fpk/dec32x64right.dds	32x64	11052	drawn-1to1
UITextures.fpk	declarewar.dds	UITextures_converted/declarewar.png	120x59	6732	drawn-1to1
UITextures.fpk	diplodeallistbg.dds	UITextures.fpk/diplodeallistbg.dds	32x64	11048	9-slice
UITextures.fpk	diplodeallistcategory.dds	UITextures.fpk/diplodeallistcategory.dds	16x16	1492	9-slice
UITextures.fpk	dlcbg.dds	UITextures.fpk/dlcbg.dds	64x64	16512	9-slice
UITextures.fpk	dlcbgarrow.dds	UITextures.fpk/dlcbgarrow.dds	165x99	65468	drawn-1to1
UITextures.fpk	dlcbggradient.dds	UITextures.fpk/dlcbggradient.dds	386x201	310472	drawn-1to1
UITextures.fpk	dlcbutton.dds	UITextures.fpk/dlcbutton.dds	64x448	114816	9-slice
UITextures.fpk	dlcbuttondlc1.dds	UITextures.fpk/dlcbuttondlc1.dds	425x89	151428	drawn-1to1
UITextures.fpk	dlcbuttonexp1.dds	UITextures.fpk/dlcbuttonexp1.dds	425x156	265328	drawn-1to1
UITextures.fpk	dom_blue.dds	UITextures.fpk/dom_blue.dds	1920x1080	11058748	database-ref,drawn-1to1
UITextures.fpk	dom_green.dds	UITextures.fpk/dom_green.dds	1920x1080	11058748	database-ref
UITextures.fpk	dom_red.dds	UITextures.fpk/dom_red.dds	1920x1080	11058748	database-ref
UITextures.fpk	downloadingmeter.dds	UITextures.fpk/downloadingmeter.dds	512x32	87488	drawn-1to1
UITextures.fpk	emptyscrollbarback.dds	UITextures.fpk/emptyscrollbarback.dds	16x16	1492	9-slice
UITextures.fpk	endturnbuttonround.dds	UITextures_converted/endturnbuttonround.png	76x76	9582	atlas-subrect
UITextures.fpk	enemypanelbackground.dds	UITextures.fpk/enemypanelbackground.dds	300x126	189128	9-slice
UITextures.fpk	filterbutton.dds	UITextures.fpk/filterbutton.dds	16x64	5584	9-slice
UITextures.fpk	filterpulldownbutton.dds	UITextures.fpk/filterpulldownbutton.dds	32x128	21968	9-slice
UITextures.fpk	firaxislivewindowbackground.dds	UITextures.fpk/firaxislivewindowbackground.dds	32x32	5588	9-slice
UITextures.fpk	fonticons.dds	UITextures.fpk/fonticons.dds	256x256	262272	font-icon-cell
UITextures.fpk	forgeui_barbutton.dds	UITextures.fpk/forgeui_barbutton.dds	272x108	117632	drawn-1to1
UITextures.fpk	forgeui_blackcorners.dds	UITextures.fpk/forgeui_blackcorners.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_button_128.dds	UITextures.fpk/forgeui_button_128.dds	128x64	32896	drawn-1to1
UITextures.fpk	forgeui_button_16.dds	UITextures.fpk/forgeui_button_16.dds	16x64	1152	drawn-1to1
UITextures.fpk	forgeui_button_256.dds	UITextures.fpk/forgeui_button_256.dds	256x144	147584	drawn-1to1
UITextures.fpk	forgeui_button_256_mask.dds	UITextures.fpk/forgeui_button_256_mask.dds	256x30	30848	drawn-1to1
UITextures.fpk	forgeui_button_256_shine.dds	UITextures.fpk/forgeui_button_256_shine.dds	256x256	262272	drawn-1to1
UITextures.fpk	forgeui_button_512.dds	UITextures.fpk/forgeui_button_512.dds	512x256	524416	drawn-1to1
UITextures.fpk	forgeui_button_512_bounce.dds	UITextures.fpk/forgeui_button_512_bounce.dds	409x38	62296	drawn-1to1
UITextures.fpk	forgeui_button_64.dds	UITextures.fpk/forgeui_button_64.dds	64x64	16512	drawn-1to1
UITextures.fpk	forgeui_button_x_1.dds	UITextures.fpk/forgeui_button_x_1.dds	32x128	2872	drawn-1to1
UITextures.fpk	forgeui_button_x_2.dds	UITextures.fpk/forgeui_button_x_2.dds	32x128	16512	drawn-1to1
UITextures.fpk	forgeui_buttonsides.dds	UITextures.fpk/forgeui_buttonsides.dds	16x16	1152	atlas-subrect
UITextures.fpk	forgeui_buttonsides_glow.dds	UITextures.fpk/forgeui_buttonsides_glow.dds	32x32	4224	atlas-subrect
UITextures.fpk	forgeui_checkboxbutton.dds	UITextures.fpk/forgeui_checkboxbutton.dds	32x128	16512	drawn-1to1
UITextures.fpk	forgeui_checkboxbutton_square.dds	UITextures.fpk/forgeui_checkboxbutton_square.dds	32x128	16512	drawn-1to1
UITextures.fpk	forgeui_detailwindow.dds	UITextures.fpk/forgeui_detailwindow.dds	256x256	87536	9-slice
UITextures.fpk	forgeui_emptyframe.dds	UITextures.fpk/forgeui_emptyframe.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_glass.dds	UITextures.fpk/forgeui_glass.dds	128x128	22000	9-slice
UITextures.fpk	forgeui_hexbutton.dds	UITextures.fpk/forgeui_hexbutton.dds	64x256	65664	drawn-1to1
UITextures.fpk	forgeui_hexbuttonmask.dds	UITextures.fpk/forgeui_hexbuttonmask.dds	64x64	16512	drawn-1to1
UITextures.fpk	forgeui_hexbuttonshine.dds	UITextures.fpk/forgeui_hexbuttonshine.dds	64x512	131200	drawn-1to1
UITextures.fpk	forgeui_largebuttonshine.dds	UITextures.fpk/forgeui_largebuttonshine.dds	448x805	1442688	drawn-1to1
UITextures.fpk	forgeui_linebutton.dds	UITextures.fpk/forgeui_linebutton.dds	64x256	22000	9-slice
UITextures.fpk	forgeui_linepanel.dds	UITextures.fpk/forgeui_linepanel.dds	256x256	87536	9-slice
UITextures.fpk	forgeui_listbutton.dds	UITextures.fpk/forgeui_listbutton.dds	256x128	131200	drawn-1to1
UITextures.fpk	forgeui_listbutton_mask.dds	UITextures.fpk/forgeui_listbutton_mask.dds	196x24	3392	drawn-1to1
UITextures.fpk	forgeui_pulldown_corner.dds	UITextures.fpk/forgeui_pulldown_corner.dds	16x32	848	atlas-subrect
UITextures.fpk	forgeui_roundblack.dds	UITextures.fpk/forgeui_roundblack.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_roundblacktint.dds	UITextures.fpk/forgeui_roundblacktint.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_roundbutton.dds	UITextures.fpk/forgeui_roundbutton.dds	64x256	65664	drawn-1to1
UITextures.fpk	forgeui_roundframeblack.dds	UITextures.fpk/forgeui_roundframeblack.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_roundframeblue.dds	UITextures.fpk/forgeui_roundframeblue.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_roundframebutton.dds	UITextures.fpk/forgeui_roundframebutton.dds	32x128	5616	9-slice
UITextures.fpk	forgeui_roundframegrey.dds	UITextures.fpk/forgeui_roundframegrey.dds	64x64	16512	9-slice
UITextures.fpk	forgeui_roundgrey.dds	UITextures.fpk/forgeui_roundgrey.dds	64x64	16512	9-slice
UITextures.fpk	forgeui_roundgreytint.dds	UITextures.fpk/forgeui_roundgreytint.dds	64x64	16512	9-slice
UITextures.fpk	forgeui_scrollbar.dds	UITextures.fpk/forgeui_scrollbar.dds	32x128	2872	9-slice
UITextures.fpk	forgeui_scrollbarback.dds	UITextures.fpk/forgeui_scrollbarback.dds	32x32	824	9-slice
UITextures.fpk	forgeui_scrollbarbackh.dds	UITextures.fpk/forgeui_scrollbarbackh.dds	32x32	824	9-slice
UITextures.fpk	forgeui_scrollbardown.dds	UITextures.fpk/forgeui_scrollbardown.dds	18x72	5312	drawn-1to1
UITextures.fpk	forgeui_scrollbarh.dds	UITextures.fpk/forgeui_scrollbarh.dds	32x128	2872	9-slice
UITextures.fpk	forgeui_scrollbarleft.dds	UITextures.fpk/forgeui_scrollbarleft.dds	18x72	5312	drawn-1to1
UITextures.fpk	forgeui_scrollbarright.dds	UITextures.fpk/forgeui_scrollbarright.dds	18x72	5312	drawn-1to1
UITextures.fpk	forgeui_scrollbarup.dds	UITextures.fpk/forgeui_scrollbarup.dds	18x72	5312	drawn-1to1
UITextures.fpk	forgeui_selecteddown.dds	UITextures.fpk/forgeui_selecteddown.dds	32x128	5616	drawn-1to1
UITextures.fpk	forgeui_selectedup.dds	UITextures.fpk/forgeui_selectedup.dds	32x128	5616	drawn-1to1
UITextures.fpk	forgeui_sideframes.dds	UITextures.fpk/forgeui_sideframes.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_slider32.dds	UITextures.fpk/forgeui_slider32.dds	32x128	5648	9-slice
UITextures.fpk	forgeui_sliderbackh.dds	UITextures.fpk/forgeui_sliderbackh.dds	128x32	5616	9-slice
UITextures.fpk	forgeui_squarebutton.dds	UITextures.fpk/forgeui_squarebutton.dds	64x256	22000	9-slice
UITextures.fpk	forgeui_squarebuttonblack.dds	UITextures.fpk/forgeui_squarebuttonblack.dds	64x256	22000	9-slice
UITextures.fpk	forgeui_squareframeblack.dds	UITextures.fpk/forgeui_squareframeblack.dds	32x32	1520	9-slice
UITextures.fpk	forgeui_squareframeblue.dds	UITextures.fpk/forgeui_squareframeblue.dds	32x128	5616	9-slice
UITextures.fpk	forgeui_squareframegrey.dds	UITextures.fpk/forgeui_squareframegrey.dds	32x128	16512	9-slice
UITextures.fpk	forgeui_tabbutton.dds	UITextures.fpk/forgeui_tabbutton.dds	49x200	39328	drawn-1to1
UITextures.fpk	forgeui_toolsliderbackh.dds	UITextures.fpk/forgeui_toolsliderbackh.dds	128x8	4224	9-slice
UITextures.fpk	forgeui_toolsliderbackv.dds	UITextures.fpk/forgeui_toolsliderbackv.dds	8x128	4224	9-slice
UITextures.fpk	forgeui_toolsliderthumbh.dds	UITextures.fpk/forgeui_toolsliderthumbh.dds	8x32	1152	9-slice
UITextures.fpk	forgeui_toolsliderthumbv.dds	UITextures.fpk/forgeui_toolsliderthumbv.dds	32x8	1152	9-slice
UITextures.fpk	forgeui_unitpanelarrows.dds	UITextures.fpk/forgeui_unitpanelarrows.dds	128x128	65664	atlas-subrect,drawn-1to1
UITextures.fpk	forgeui_windowblack.dds	UITextures.fpk/forgeui_windowblack.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_windowempty.dds	UITextures.fpk/forgeui_windowempty.dds	64x64	5616	9-slice
UITextures.fpk	forgeui_zoombutton.dds	UITextures.fpk/forgeui_zoombutton.dds	32x128	5616	9-slice
UITextures.fpk	ftuelistbackground.dds	UITextures.fpk/ftuelistbackground.dds	32x32	5588	9-slice
UITextures.fpk	fullscreenheader.dds	UITextures.fpk/fullscreenheader.dds	148x40	31208	9-slice
UITextures.fpk	functionality256.dds	UITextures_converted/functionality256.png	256x256	19853	database-ref,icon-atlas
UITextures.fpk	functionality45.dds	UITextures_converted/functionality45.png	45x45	1879	database-ref,icon-atlas
UITextures.fpk	functionality64.dds	UITextures_converted/functionality64.png	64x64	2815	database-ref,icon-atlas
UITextures.fpk	gameoverbannercontact.dds	UITextures.fpk/gameoverbannercontact.dds	685x125	342628	drawn-1to1
UITextures.fpk	gameoverbannerdominationharmony.dds	UITextures_converted/gameoverbannerdominationharmony.png	685x125	191867	drawn-1to1
UITextures.fpk	gameoverbannerdominationpurity.dds	UITextures_converted/gameoverbannerdominationpurity.png	685x125	168110	drawn-1to1
UITextures.fpk	gameoverbannerdominationsupremacy.dds	UITextures_converted/gameoverbannerdominationsupremacy.png	685x125	186145	drawn-1to1
UITextures.fpk	gameoverbannerharmony.dds	UITextures.fpk/gameoverbannerharmony.dds	685x125	342628	drawn-1to1
UITextures.fpk	gameoverbannerlost.dds	UITextures_converted/gameoverbannerlost.png	685x125	215517	drawn-1to1
UITextures.fpk	gameoverbannerpurity.dds	UITextures_converted/gameoverbannerpurity.png	685x125	199716	drawn-1to1
UITextures.fpk	gameoverbannersupremacy.dds	UITextures.fpk/gameoverbannersupremacy.dds	685x125	342628	drawn-1to1
UITextures.fpk	gameoverbannertime.dds	UITextures_converted/gameoverbannertime.png	685x125	164499	drawn-1to1
UITextures.fpk	gamesetupiconsheet.dds	UITextures_converted/gamesetupiconsheet.png	256x128	20554	atlas-subrect,database-ref,icon-atlas
UITextures.fpk	generalbutton.dds	UITextures.fpk/generalbutton.dds	30x150	23944	9-slice
UITextures.fpk	generalbuttondark.dds	UITextures.fpk/generalbuttondark.dds	30x150	23944	9-slice
UITextures.fpk	genericciv_28.dds	UITextures_converted/genericciv_28.png	28x28	1416	drawn-1to1
UITextures.fpk	glassylitgrid.dds	UITextures.fpk/glassylitgrid.dds	32x96	16508	9-slice
UITextures.fpk	gobutton.dds	UITextures_converted/gobutton.png	82x328	36064	atlas-subrect,drawn-1to1
UITextures.fpk	gradientheader_blue.dds	UITextures.fpk/gradientheader_blue.dds	41x41	8972	9-slice
UITextures.fpk	grid9battlematchupbackground.dds	UITextures.fpk/grid9battlematchupbackground.dds	128x128	87508	9-slice
UITextures.fpk	grid9black16.dds	UITextures.fpk/grid9black16.dds	128x128	87508	9-slice
UITextures.fpk	grid9black8.dds	UITextures.fpk/grid9black8.dds	64x64	21972	9-slice
UITextures.fpk	grid9blackindent16.dds	UITextures.fpk/grid9blackindent16.dds	128x128	87508	9-slice
UITextures.fpk	grid9blackindent8.dds	UITextures.fpk/grid9blackindent8.dds	64x64	21972	9-slice
UITextures.fpk	grid9boxbuttons.dds	UITextures.fpk/grid9boxbuttons.dds	64x256	87504	9-slice
UITextures.fpk	grid9callout.dds	UITextures.fpk/grid9callout.dds	16x16	1492	9-slice
UITextures.fpk	grid9detail140.dds	UITextures.fpk/grid9detail140.dds	256x256	349652	9-slice
UITextures.fpk	grid9detailfive140.dds	UITextures.fpk/grid9detailfive140.dds	520x523	1449368	9-slice
UITextures.fpk	grid9detailseven140.dds	UITextures.fpk/grid9detailseven140.dds	256x256	349652	9-slice
UITextures.fpk	grid9detailthree140.dds	UITextures.fpk/grid9detailthree140.dds	256x256	349652	9-slice
UITextures.fpk	grid9dialogbg.dds	UITextures.fpk/grid9dialogbg.dds	128x128	87508	9-slice
UITextures.fpk	grid9frame27.dds	UITextures.fpk/grid9frame27.dds	32x128	21980	9-slice
UITextures.fpk	grid9frame27squareblack.dds	UITextures.fpk/grid9frame27squareblack.dds	32x32	5588	9-slice
UITextures.fpk	grid9frame8.dds	UITextures.fpk/grid9frame8.dds	64x64	21972	9-slice
UITextures.fpk	grid9frameblack.dds	UITextures.fpk/grid9frameblack.dds	64x64	21972	9-slice
UITextures.fpk	grid9framebuttons.dds	UITextures.fpk/grid9framebuttons.dds	64x256	87516	9-slice
UITextures.fpk	grid9frameredhl.dds	UITextures.fpk/grid9frameredhl.dds	32x32	5588	9-slice
UITextures.fpk	grid9frameturns.dds	UITextures.fpk/grid9frameturns.dds	32x32	5588	9-slice
UITextures.fpk	grid9frameturnsbutton.dds	UITextures.fpk/grid9frameturnsbutton.dds	32x128	21980	9-slice
UITextures.fpk	grid9frameturnshl.dds	UITextures.fpk/grid9frameturnshl.dds	32x32	5588	9-slice
UITextures.fpk	grid9interruptwindow.dds	UITextures.fpk/grid9interruptwindow.dds	412x246	540064	9-slice
UITextures.fpk	grid9listitem.dds	UITextures.fpk/grid9listitem.dds	32x128	21968	9-slice
UITextures.fpk	grid9subtitleheader.dds	UITextures.fpk/grid9subtitleheader.dds	1024x64	349692	9-slice
UITextures.fpk	grid9titleheader.dds	UITextures.fpk/grid9titleheader.dds	1024x64	349692	9-slice
UITextures.fpk	gridglass16.dds	UITextures.fpk/gridglass16.dds	128x128	87508	9-slice
UITextures.fpk	gridhudbutton.dds	UITextures.fpk/gridhudbutton.dds	55x220	64112	9-slice
UITextures.fpk	gridhudbutton_flipped.dds	UITextures.fpk/gridhudbutton_flipped.dds	55x220	64112	9-slice
UITextures.fpk	gridsquare8.dds	UITextures.fpk/gridsquare8.dds	64x64	21972	9-slice
UITextures.fpk	gridsquarehl8.dds	UITextures.fpk/gridsquarehl8.dds	64x64	21972	9-slice
UITextures.fpk	harmonybar.dds	UITextures_converted/harmonybar.png	5x30	398	drawn-1to1
UITextures.fpk	healthbarblack.dds	UITextures_converted/healthbarblack.png	12x115	219	drawn-1to1
UITextures.fpk	healthbargreen.dds	UITextures_converted/healthbargreen.png	12x115	867	atlas-subrect,drawn-1to1
UITextures.fpk	healthbarred.dds	UITextures_converted/healthbarred.png	12x115	345	drawn-1to1
UITextures.fpk	healthbaryellow.dds	UITextures_converted/healthbaryellow.png	12x115	448	atlas-subrect,drawn-1to1
UITextures.fpk	helpbutton.dds	UITextures_converted/helpbutton.png	28x84	3282	drawn-1to1
UITextures.fpk	horizontaltrim.dds	UITextures.fpk/horizontaltrim.dds	32x8	1500	drawn-1to1
UITextures.fpk	hud_viewoptions.dds	UITextures_converted/hud_viewoptions.png	30x88	5756	drawn-1to1
UITextures.fpk	hudbuttonselected.dds	UITextures_converted/hudbuttonselected.png	58x43	2773	drawn-1to1
UITextures.fpk	hudicon_cultureoverview.dds	UITextures_converted/hudicon_cultureoverview.png	55x165	4914	atlas-subrect
UITextures.fpk	hudicon_diplo.dds	UITextures_converted/hudicon_diplo.png	55x55	4669	drawn-1to1
UITextures.fpk	hudicon_espionage.dds	UITextures_converted/hudicon_espionage.png	55x55	4687	drawn-1to1
UITextures.fpk	hudicon_orbitalview.dds	UITextures_converted/hudicon_orbitalview.png	55x55	3819	drawn-1to1
UITextures.fpk	hudicon_over.dds	UITextures_converted/hudicon_over.png	55x55	981	drawn-1to1
UITextures.fpk	hudicon_questlog.dds	UITextures_converted/hudicon_questlog.png	55x55	4364	drawn-1to1
UITextures.fpk	hudicon_socialpolicies.dds	UITextures_converted/hudicon_socialpolicies.png	55x55	4250	drawn-1to1
UITextures.fpk	hudicon_upgrade.dds	UITextures_converted/hudicon_upgrade.png	55x55	3375	atlas-subrect
UITextures.fpk	infoheadingbackground.dds	UITextures.fpk/infoheadingbackground.dds	410x57	124096	9-slice,drawn-1to1
UITextures.fpk	leaderportraits_128.dds	UITextures.fpk/leaderportraits_128.dds	1024x128	699196	database-ref,icon-atlas
UITextures.fpk	leaderportraits_256.dds	UITextures.fpk/leaderportraits_256.dds	2048x256	2796348	database-ref,icon-atlas
UITextures.fpk	leaderportraits_64.dds	UITextures.fpk/leaderportraits_64.dds	512x64	174908	database-ref,icon-atlas
UITextures.fpk	leaderportraits_80.dds	UITextures.fpk/leaderportraits_80.dds	640x80	273160	database-ref,icon-atlas
UITextures.fpk	leftbracket.dds	UITextures_converted/leftbracket.png	53x48	1816	drawn-1to1
UITextures.fpk	listcategorybackground.dds	UITextures.fpk/listcategorybackground.dds	16x16	1492	9-slice
UITextures.fpk	listelement.dds	UITextures.fpk/listelement.dds	16x64	5584	9-slice
UITextures.fpk	listelement_blue.dds	UITextures.fpk/listelement_blue.dds	65x260	89900	9-slice
UITextures.fpk	listelement_gray.dds	UITextures.fpk/listelement_gray.dds	64x256	87504	9-slice
UITextures.fpk	listelement_green.dds	UITextures.fpk/listelement_green.dds	16x64	5584	9-slice
UITextures.fpk	listelement_header.dds	UITextures.fpk/listelement_header.dds	30x30	4628	9-slice
UITextures.fpk	listheaderbackinggrid.dds	UITextures.fpk/listheaderbackinggrid.dds	38x38	7348	9-slice
UITextures.fpk	loadinganim.dds	UITextures_converted/loadinganim.png	512x512	195863	flipbook-sheet
UITextures.fpk	mainchatoff.dds	UITextures_converted/mainchatoff.png	45x180	7215	atlas-subrect,drawn-1to1
UITextures.fpk	mainchaton.dds	UITextures_converted/mainchaton.png	45x180	8476	atlas-subrect,drawn-1to1
UITextures.fpk	mainmenuitem.dds	UITextures.fpk/mainmenuitem.dds	116x37	22812	9-slice
UITextures.fpk	maprandom512.dds	UITextures_converted/maprandom512.png	360x410	314887	drawn-1to1
UITextures.fpk	maptypeicons.dds	UITextures_converted/maptypeicons.png	1024x512	340118	database-ref,icon-atlas
UITextures.fpk	maptypeicons128.dds	UITextures_converted/maptypeicons128.png	256x128	32779	database-ref,icon-atlas
UITextures.fpk	maptypeicons256.dds	UITextures_converted/maptypeicons256.png	512x256	110409	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	marcpips.dds	UITextures_converted/marcpips.png	32x128	2993	atlas-subrect,drawn-1to1,lua-runtime-offset
UITextures.fpk	matchupleftbackground.dds	UITextures_converted/matchupleftbackground.png	64x153	8715	drawn-1to1
UITextures.fpk	matchuprightbackground.dds	UITextures_converted/matchuprightbackground.png	64x153	8598	drawn-1to1
UITextures.fpk	menubgcornerleft.dds	UITextures.fpk/menubgcornerleft.dds	100x100	40128	drawn-1to1
UITextures.fpk	menubgcornerright.dds	UITextures.fpk/menubgcornerright.dds	100x100	40128	drawn-1to1
UITextures.fpk	menubutton.dds	UITextures_converted/menubutton.png	28x84	2632	drawn-1to1
UITextures.fpk	meterbgfull.dds	UITextures.fpk/meterbgfull.dds	20x71	7640	drawn-1to1
UITextures.fpk	meterbgleaf.dds	UITextures_converted/meterbgleaf.png	20x54	578	drawn-1to1
UITextures.fpk	meterfull.dds	UITextures_converted/meterfull.png	20x71	2385	drawn-1to1,lua-runtime-offset
UITextures.fpk	meterleaf.dds	UITextures_converted/meterleaf.png	20x54	1873	drawn-1to1,lua-runtime-offset
UITextures.fpk	minimapbacking.dds	UITextures.fpk/minimapbacking.dds	32x32	5588	9-slice
UITextures.fpk	minimapcurrentareagrid.dds	UITextures.fpk/minimapcurrentareagrid.dds	16x16	1492	9-slice
UITextures.fpk	motd.dds	UITextures.fpk/motd.dds	700x28	78528	drawn-1to1
UITextures.fpk	mpplayerlistbackground.dds	UITextures.fpk/mpplayerlistbackground.dds	128x128	87508	9-slice
UITextures.fpk	mpplayerlisthighlightleft.dds	UITextures_converted/mpplayerlisthighlightleft.png	128x128	4437	drawn-1to1
UITextures.fpk	mpplayerlisthighlightright.dds	UITextures_converted/mpplayerlisthighlightright.png	32x128	5126	drawn-1to1
UITextures.fpk	mpplayerready.dds	UITextures_converted/mpplayerready.png	64x256	15448	drawn-1to1
UITextures.fpk	mpplayerreadyanim.dds	UITextures_converted/mpplayerreadyanim.png	64x64	3375	drawn-1to1
UITextures.fpk	mpplayerreadycheck.dds	UITextures_converted/mpplayerreadycheck.png	64x64	5245	drawn-1to1
UITextures.fpk	multiplayerinvite.dds	UITextures_converted/multiplayerinvite.png	45x180	7031	atlas-subrect,drawn-1to1
UITextures.fpk	my2kbutton.dds	UITextures.fpk/my2kbutton.dds	64x256	87516	9-slice,atlas-subrect,drawn-1to1
UITextures.fpk	my2klogo.dds	UITextures.fpk/my2klogo.dds	256x128	174892	drawn-1to1
UITextures.fpk	my2klogobutton.dds	UITextures.fpk/my2klogobutton.dds	128x256	131200	atlas-subrect,drawn-1to1
UITextures.fpk	my2klogobuttonloggedin.dds	UITextures.fpk/my2klogobuttonloggedin.dds	128x256	131200	drawn-1to1
UITextures.fpk	my2kwindow.dds	UITextures.fpk/my2kwindow.dds	64x64	21972	9-slice
UITextures.fpk	newupgrade40.dds	UITextures.fpk/newupgrade40.dds	40x40	6528	drawn-1to1,lua-runtime-offset
UITextures.fpk	nextbutton.dds	UITextures.fpk/nextbutton.dds	30x210	33488	9-slice
UITextures.fpk	nodeholderclosedfull.dds	UITextures.fpk/nodeholderclosedfull.dds	183x37	35856	drawn-1to1
UITextures.fpk	notificationbacking.dds	UITextures_converted/notificationbacking.png	79x72	1960	drawn-1to1
UITextures.fpk	notificationbacking_fade.dds	UITextures.fpk/notificationbacking_fade.dds	164x56	48344	9-slice
UITextures.fpk	notificationbacking_tb.dds	UITextures_converted/notificationbacking_tb.png	93x100	3039	drawn-1to1
UITextures.fpk	notificationgenericglow.dds	UITextures_converted/notificationgenericglow.png	80x80	1717	drawn-1to1
UITextures.fpk	oversupplylimit.dds	UITextures_converted/oversupplylimit.png	22x22	1150	drawn-1to1
UITextures.fpk	panelbackground.dds	UITextures.fpk/panelbackground.dds	32x32	5588	9-slice
UITextures.fpk	pleasewait.dds	UITextures_converted/pleasewait.png	76x76	4744	atlas-subrect
UITextures.fpk	plusbutton.dds	UITextures_converted/plusbutton.png	22x22	596	atlas-subrect,drawn-1to1
